key,date,article_daily_id,title,text
20080626-0,20080626,0,政治新貴引發施政危機　曾蔭權帶隊立會挽頹勢政府總動員救火,政治新貴引發施政危機　曾蔭權帶隊立會挽頹勢 政府總動員救火 【本報訊】特首曾蔭權面對民望急瀉危機，為免立法會通過泛民主派提出運用權力及特權法的動議，追究任命副局長及政治助理薪酬及國籍事件，進一步動搖政府管治，決定動員整個政府高層「救火」。曾蔭權更破天荒在動議辯論前，要求在會議中途發言，希望挽回民望頹勢。他發言時罕有地「認衰」，承認公眾對他處理事件的安排感到失望，更表明日後將「從善如流」，多聽反對意見。記者：莫劍弦 立法會昨日辯論由民主黨議員李永達提出的動議，要求引用權力及特權法，迫使特首辦主任陳德霖交出所有關於副局長、政治助理招聘及定薪文件。雖然在保皇派護航下，議案必定無法通過，但曾蔭權昨晨知會立法會秘書處，將會歷史性地親自在動議前發言，打破以往特首只會在發表施政報告及出席答問大會發言的先例。 堅持招聘「有規有矩」 曾蔭權發言時，也放下之前處處針對泛民的態度。他仍然堅持選拔副局長、政治助理過程「有規有矩」，招聘過程中也沒有排除任何政黨，又稱要求他們認同特首施政理念是合理的，否則團隊無法運作，又着議員專注民生事務。然而，他罕有地「認衰」，承認市民對他今次處理委任副局長及政治助理的安排感到失望，又認同從政者除了「擇善固執」之餘，也要「從善如流」，對於香港的核心價值，更加要堅守。他承認要聽取反對意見，「對於各方嘅意見同批評，要多聽，多思考。」他說，這是對從政者最大的考驗。  由特首率領「打硬仗」的一眾司局長，發言時各司其職，按不同職務範圍分頭救火。政務司司長唐英年以擴大問責官員有助發展普選說服議員；律政司司長黃仁龍則負責打法律牌，以《基本法》及《中英聯合聲明》為理據，指副局長可以擁有外國籍，早在《基本法》起草時已有討論；教育局局長孫明揚更以本人參與選拔副局長的經驗，說明遴選過程與考核政務官的要求及程序相似。 林瑞麟收起火爆言論 以往甚少參與政府政治護航工作的公務員事務局局長俞宗怡，也加入救火行列，稱以往政府也有聘請外籍人士擔任高官。一向以激烈言論批論泛民的政制及內地事務局局長林瑞麟，昨日發言時收起火爆作風，更為政府日後聘請副局長作出承諾，包括公開他們的國籍、薪酬，若日後入職者資歷較今次人選低，會以基本入職薪酬聘請。  不過，泛民主派對曾蔭權破天荒之舉不為所動，職工盟議員李卓人認為，曾蔭權只是趁機挽回低落民望，「嘗試交代但係冇料到」、「唔肯答問題更加係心虛」，對他沒有真正回應提問表示不滿，他更批評「佢借雞、燃油同高通脹問題過橋，叫大家唔好講咁多嘢，講民生啦，簡直係侮辱市民，唔通佢以為市民唔應該關注呢個問題？」 避免被指似老董作風 民主黨議員涂謹申也稱，曾蔭權刻意在議員辯論前率先發言，以為他會作重要定調，好好解釋如何就公眾關心的問題從善如流，可惜結果令人非常失望，尤其他不願意回應議員提問，是無政治承擔及信心的表現，「我好唔開心，香港特首係咁嘅質素。」公民黨吳靄儀也諷指，「佢完全冇嘢講過畀我哋聽，佢嚟，係為咗乜？」金融服務界代表詹培忠嘲笑曾蔭權「死撐」，「因為佢民望跌到嘭嘭聲。」  中文大學政治與行政學系高級導師蔡子強認為，曾蔭權的做法未必可以終止外界對任命副局長的批評，恐怕風波只會延續到立法會選舉後，但最少可以挽回公眾對曾蔭權的管治信心，「唔會覺得佢似董建華咁只識左閃右避。」 你的意見? ●對於曾蔭權昨罕有出席立法會議事辯論，為政治新貴風波解畫，你是否收貨？  ●你認為曾蔭權的做法，能否挽回市民對政府管治的信心？  請電郵至：mailto:focusgroup@appledaily.com  或傳真至：37112411  或發短訊至：60107999
20080626-1,20080626,1,馬時亨寸曾蔭權臨別贈言：要政通人和就不可親疏有別,馬時亨寸曾蔭權 臨別贈言：要政通人和就不可親疏有別 【本報訊】特首曾蔭權上任以來大搞「親疏有別」政策，將泛民主派打成反對派。宣佈辭職的商務及經濟發展局局長馬時亨，臨別政府「暗寸」特首親疏有別，認為要政通就要先搞好人和，不能再搞親疏有別，「我唔會當佢哋（泛民）係所謂反對派」。不少立法會議員均認同此說法，認為曾蔭權應該細味馬時亨之言，好好反省。記者：林俊謙、莫劍弦、許偉賢 政府前晚公佈，馬時亨患上腦部混合靜脈/動靜脈畸形症而辭職，他昨日召開記者會交代辭職詳情。他由02年的仙股事件中遭泛民及親政府政黨聯手攻擊，要鞠躬道歉，說到今天包括泛民以內的不同黨派議員均對他讚多彈少，他以六年從政經驗，暗寸煲呔親疏有別的施政方式，忘記了「政通人和」道理，「政通就會人和，人和就會政通，你唔人和，又點會政通？」 「唔溝通好點做好份工」 馬時亨說，搞好政治工作，最重要是溝通，「如果唔同其他人溝通好，點可以做好你份工？」他更批評煲呔將泛民打成反對派的手段行不通，不應「戴有色眼鏡」看待政黨，「我唔會當佢哋（泛民）係所謂反對派，我會以香港整體利益去睇一件事，去同議員溝通，希望佢支持我嘅政策。當你用咁嘅大原則做嘢，你會發覺就算有阻力，亦可以克服到」，親疏有別只會不利施政，「唔可以話呢班人我就傾，另外一班就唔傾。」 沒有正面回應不和傳聞 對於有傳聞指他過去三個月跟政府意見不合，才毅然決定辭職，馬時亨無正面回應：「你話我同其他人睇法唔係一樣，但係呢啲全部都係對事嘅，冇可能每個人都係一樣諗法。」  對於近日政府在政治新貴委任風波中，特首辦主任陳德霖被指大搞親疏有別、用人唯親，也未有跟泛民溝通，馬時亨先沉思一段時間，再說：「請你再講一次問題」，結果引來全場大笑。他其後表示，不會評論任何人的處事手法，最重要是自己的處事手法做得好。  現年55歲、加入政府當問責官員六年的馬時亨說，他發現左腦患血管瘤三個月後才告訴特首，是由於這是一個重要決定，過程中內心掙扎了很久，強調辭職完全出於健康考慮，但他不肯透露跟特首兩度對話的內容。  馬時亨希望今屆立法會會期結束，並獲得特首和中央政府批准後，在7月11日正式離任。對於任內很多工作未能完成，他感到遺憾，包括公共廣播政策檢討、廸士尼樂園擴建計劃，以及淫照風波引發的一連串問題，他又以未能看到天水圍一塊地發展成特賣場，並興建室內遊戲中心吸引遊客為其最大遺憾。 詹培忠估計馬另有高職 公民黨立法會議員湯家驊十分認同馬時亨對特首親疏有別施政方式的批評，他指馬時亨是唯一出席他議員辦事處開幕的官員，只有多與民主派溝通，才可以做到政通人和，他希望曾蔭權聽取馬時亨之言，好好反省，改變其施政作風。  與馬時亨稔熟的金融服務界議員詹培忠質疑，馬是否真的基於健康理由請辭，他預計馬時亨或另有高職，因此主動辭職，待一年「過冷河」後重出商界，「到時年薪冇一千萬都有七百萬」，強調支持他作出「英明」決定。
20080626-2,20080626,2,航機飛入雷雨帶遇湍流　乘客拋起毀天花曼谷返港國泰機14人受傷,"航機飛入雷雨帶遇湍流　乘客拋起毀天花 曼谷返港國泰機14人受傷 【本報訊】國泰航空公司一班由泰國曼谷來港客機險發生空難，昨午客機飛越南中國海上空雷雨帶時遇到急勁湍流，機身五度搖晃，導致多名乘客及空姐遭拋起撞爛機艙天花；事件中共造成空姐及乘客14人受傷。有航空專家指飛機雷達應可測到湍流，今次事件少見，民航處則要求國泰提交事故報告。 記者：徐雲庭　鄧偉明　袁慧妍 肇事航機編號CX708，為國泰航空公司一架A330型空中巴士，當時機上載有241名乘客、兩名機師及10名機組人員。至於14名傷者年齡由21至74歲，包括四名空姐及10名乘客，他們主要頭及手腳撞傷，經敷治除兩人情況嚴重要留醫，其餘12人已經出院。  天文台發言人指出，事發現場的南中國海上空昨午仍受強烈熱帶風暴「風神」的殘留雨帶影響，出現不穩定天氣及雷雨帶。發言人稱，雷雨惡劣天氣下有機會出現湍流，而當時天文台也已經發出有關湍流的預警報告。 機身出現約五次搖晃 消息稱，昨晨10時45分（本港時間，下同），肇事航機離開曼谷機場啓程來港，預計飛行時間兩小時55分鐘。至中午1時50分，當時航機已進入本港航空範圍，距離本港東南面90公里的南中國海超過1萬呎上空，據知當時天氣惡劣，航機穿越雲層時遭遇湍流，導致機身多次上下顛簸翻騰。  一名親歷事發經過的泰國男遊客稍後平安着陸後憶述事故時猶有餘悸，他透過繙譯說事故一刻感到機身出現約五次搖晃，當中以第一次晃動最激烈，當時一名在機艙走廊路過的空姐當場遭拋起，直彈上機艙頂部再墮下受傷。  他續稱，差不多同一時間，另兩名未扣安全帶乘客也遭拋離座位，整個人彈上機艙天花，由於衝力強大，機艙天花當場撞爛。另一名首次訪港的美國老遊客則對飛機遇湍流晃動不當一回事，笑言：「It'snotabigdeal,nothingspecial.」（並非大件事，沒有特別。）  事故後，機師向航空公司及民航處報告，航機稍後於下午2時04分安全降落，在場戒備救護車先後將14名傷者送院醫治，大部份傷者是手腳受傷，其中四人包括一名空姐疑頸及頭部撞傷，送院時需戴頸箍及氧氣罩。 民航處要求提交報告 民航處稱已要求國泰航空公司提交事故報告，但國泰發言人則稱，事發時航機準備降落，航機已亮着提醒乘客扣上安全帶燈號及作出廣播。 國泰航機遇湍流示意圖 特稿：湍流一般難逃雷達監測 一架國泰航機昨日穿越雷雨區時、機上雷達疑未能探測湍流令航機遭遇衝擊搖晃，前民航處處長樂鞏南形容：「事故少見，亦唔應該發生。」他解釋，湍流（turbulence）常見於雷暴區域，由於雨點會依附湍流，一般難逃雷達探測，而且機師憑肉眼也應可看到湍流，他指航空公司應找出昨日事故原因。 機師可繞過及避開 樂鞏南續稱，湍流是上下左右、快速及不規律翻騰的氣流，飛機遇上湍流會產生顛簸，上下擺動，一般機師若發現湍流，會駕飛機繞過及避開，他補充除非是晴天出現的湍流，便可能逃過雷達監測。  樂表示，雷達在海面上空的靈敏度較高，今次事故原因不明，但不能排除是昨日事發時現場上空雨雲分佈較散，而且飛機可能在越過晴空後飛入雷雨區，便可能影響雷達功能。本報記者 你的意見? ●你搭飛機時有遇過類似意外嗎？當時情況怎樣？  ●除了買保險，你有沒有其他提議可保障自己的飛行安全？  請電郵至：mailto:focusgroup@appledaily.com  或傳真至：37112411  或發短訊至：60107999"
20080626-3,20080626,3,教院辦新學院求正名,教院辦新學院求正名 【本報訊】教育學院再落重藥，為正名大學鋪路。該校決定成立人文與科學學院，開辦教育以外學士課程，令教院不再只辦單一學科；教院又重金挖來理工大學醫療及社會科學院院長汪國成等10名非教育學系教授，出任講座教授，加強師資實力。  教院校董會今早將召開會議討論正名大學的進展，並通過新任副校長人選。據了解，現任署理副校長鄭燕祥將會「坐正」。鄭燕祥為去年教院風波中，被指是教統局（即現教育局）前常任秘書長羅范椒芬指定要解僱的四名教院學者之一。 重金挖角提升師資 教院目前只辦教育學科，教統局前局長李國章便以大學應辦多元學科為由，拒批准有自我評審資格的教院正名為大學。據了解，教院將成立一所人文與科學學院，開辦護理、體育、商學、理科、社會科學學士課程，打破教院只辦單一學科局面。教院校長張炳良早前表示，會安排有能力的學生修讀雙學士課程，除教育學士外再加一個學士課程，以充實學生實力。  師資不足是教院一大難題，為提升教院師資，該校出重金向其他院校挖角，將有10名重量級學者出任講座教授，包括日後將出任人文與科學學院創院院長的汪國成。  教院早前已公佈投放900萬元，資助學生住宿舍和出外交流，上述項目是第二擊。政府消息人士表示，該校原定今年8月向政府遞交正名大學報告，但現將押後至12月。
20080626-4,20080626,4,著名小學多不推行小班教學,著名小學多不推行小班教學 【本報訊】小學09/10學年起推行小班教學，不過編號31和32的油尖旺校網，以及編號40的深水埗校網，由於課室不足而未能在09年起的六個學年推行小班教學。網內官、津小學均須採用大班教學，即30人一班；其餘33個校網則可推行小班教學，但部份同時會存在大班教學的小學，多數是受家長歡迎的名校。 三個校網須大班教學 教育局昨公佈，有323間小學申請推行小班教學，佔全港小學數目約70%。教育局批准其中297間推行小班教學，其餘26間則因當局推算估其所屬校網課室不足，而被否決。  現時小學校網有36個，教育局指出其中三個無法推行小班教學，須維持大班形式，局方昨拒公佈有關校網編號。據了解，這三個校網包括尖沙嘴、油麻地和九龍站所屬的31網；旺角和奧運站所屬的32網，鮮魚行學校便屬這個校網；以及深水埗和南昌所屬的40網。  申請推行小班教學過程中，受家長歡迎的名校多數不擬推行小班教學。資助小學校長會主席張志鴻表示，該三個校網的家長如要選擇小班教學，將來只選擇校網外的小學。
20080626-5,20080626,5,父親　母親　兒子　女兒　女婿一家五口藥房盜竊被捕,"父親　母親　兒子　女兒　女婿 一家五口藥房盜竊被捕 【本報訊】一家五口包括父母、子女和女婿，涉嫌多次總動員到大型連鎖藥房偷竊；他們在藥房內聲東擊西，互相掩護，偷竊後更躲在店內一角，在同黨的遮掩下即時將貨物的防盜條碼撕下，然後施施然離去。警方過去三日採取一連串拘捕行動，成功搗破三個偷竊集團，包括上述偷竊家庭等共11人，起出三個集團偷來700多件贓物，總值9萬元。 撿700多件貨 負責今次代號「寶盒」行動的是西九龍總區重案組，據馬志堅警司表示，由於近來店舖盜竊案件有上升趨勢，警方於本月初開始主動聯絡多間主要大型連鎖商店，經過三星期的調查和收集情報後，在本周二至昨日一連三天，先後搜查九龍及新界多處地方，拘捕6男5女（27至61歲）。他們分屬三個偷竊集團、兩間藥房的東主和職員，撿獲的700多件贓物則包括化妝品、面霜、止痛藥、維他命丸及奶粉等，總值9萬元。  馬志堅指出，三個集團其中一個是一家五口的偷竊家庭，他們包括父母、一子一女和另一女兒的丈夫，他們全部成年，自稱無業。警方稱，這個偷竊集團每次行動都是總動員，他們進入目標藥房後會由其中一人下手，其餘四人則負責掩護或借意向店員查詢以分散注意力；負責下手者會將貨物納入帶來的手抽袋，然後躲在店內一角，由同黨遮掩，再暗中將貨物上的防盜條碼撕下，最後便可避過防盜門施施然離開。  另一個集團只有一名婦人，她行動時會抱着她1歲兒子掩人耳目，在藥房內專偷較細小的物品，然後塞在自己身體和抱着嬰兒之間的空位。 駕平治運贓物 第三個集團則是來自一個家境富裕的中間人，他經常用他的平治房車運送贓物，以為可以令警方不會懷疑。其餘三名被捕人則是負責接贓的兩間藥房的東主和一名職員。  警方稱，賊人銷贓的方法，一是以貨物零售價的半價賣給一些小藥房；二是以三分一價錢賣給中間人，而中間人則以零售價六成價錢，再賣給小藥房以賺取差價。 一家五口偷竊手法示意圖 接贓罪成可判監14年 【本報訊】大型連鎖式藥房越開越多，近期成了偷竊集團下手的新對象。根據警方數字，今年首季店內盜竊案共有2,259宗，比去年同期上升56宗。警方認為有關店舖的保安系統有檢討的必要，並指接贓罪後果嚴重。 應安裝閉路電視 警方指出，店舖防盜應注意下列幾項要點：在通道轉角處安裝廣角鏡，方便職員監察；安裝閉路電視，一方面可以提供錄影片段以作調查，同時應在收銀處或店內當眼地方設置顯示屏幕，以便職員監察。警方又謂，店舖應僱請保安人員經常巡邏，並於貨物上安裝電子防盜系統。  同時，貴重貨品不要放在近店舖門口，並使用樣本放於貨架，顧客有需要時才向店員查詢。最後，警方提醒店舖負責人，要保存好店內貨品的入數紀錄。警方呼籲店東如對店舖保安有任何疑問，可電27612300向警方西九龍總區防止罪案辦公室查詢。  警方又呼籲店舖小心購入賊贓，因為接贓罪成可判監14年，後果嚴重。"
20080626-6,20080626,6,講求環保　警署設更簿警員被要求巡更熄燈惹不滿,講求環保　警署設更簿 警員被要求巡更熄燈惹不滿 【本報訊】警方為響應環保節電，在警署內部推行巡更簽簿制度，單就深水埗警署的三座建築物內就設立10本更簿，並指定報案室警員全日在規定時間巡更，旨在熄燈、熄冷氣省能源。有前線人員反映此舉大材小用，並會影響服務質素，對此做法表示不滿。  增設內部巡更簿的深水埗警署位於欽州街與荔枝角道，共有三座建築物，於本月7日開始，由警官下達指令，在警署三座建築物內設置10本大本的更簿（俗稱流水簿），要求報案室每更派出人手在指定時間內巡更，三更人每更巡兩次。  據了解是項措施，是基於環保和保安理由，當巡更時若發現無人的房間開着冷氣亮着燈光，就要代為關燈熄冷氣，以節省警署能源。而設立的更簿分佈於男女更衣室、建身室、器材室等地方。 或會影響服務質素 有警員指出，報案室的人手有限，若有市民連續前來報案或求助，此際若有人手被抽離，或會影響對市民服務質素。關燈省電這問題，應由警署警員自律及自覺性處理，若為了關燈熄冷氣而出此下策，似乎大材小用。  警察員佐級協會主席鍾錦華表示：「我哋係支持警方嘅環保理念，幾年前已開始逐一推行政策，由於報案室係24小時運作，故警署會挑選報案室警員做主力巡更。」他指出，警署電費尚有下調空間，故署方要求從各方面省電，不辦公時候要關燈，甚至適當時間鎖𨋢、轉用環保光管等，目的只為環保。  他透露各總區已開始推行巡更制，漸漸各警署也會推行，有情況是一巡便是十多樓層，在人手調配方面，應合情合理協調，且要彈性處理巡更時間。  立法會保安事務委員會副主席涂謹申說：「更簿要幾多至足夠冇百分百標準，但要留意市民對警隊服務係有所要求，以唔影響服務市民為大前提。」
20080626-7,20080626,7,高考答題指示不清　遭投訴後改評分準則考評局畀分靠估　申訴署揭發行政失當,"高考答題指示不清　遭投訴後改評分準則 考評局畀分靠估　申訴署揭發行政失當 【本報訊】高級程度會考下周一放榜，接獲100名高考生投訴今年英語運用科評分不公的申訴專員公署昨日公佈調查報告，雖然投訴不成立，卻發現該科聆聽卷出題詞不達意，令考生無所適從，公署判定考試及評核局行政失當，指令該局必須徹底反省。考評局認錯，但不認同申訴專員指該局「靠估」考生答題意向評分。　記者：倪清江　謝明明 高考英語運用聆聽試（卷A）4月5日舉行，其中第六題一段對話錄音，內容關於《SurvivalHongKong（香港生還者）》遊戲的規則，答題指引只着考生「Putticksorcrosses」（用囗或X）選出參賽者可攜帶那些物品到荒島，沒有說明須用囗代表可以攜帶，X代表不可。  試後不少考生在互聯網討論區批評指引不清，稱不知道須在不可攜帶的物品旁填上X，因而向考評局投訴。局方遂修改評卷準則，若考生只用剔號，漏空的方格會被視作等同填寫X評分。 決定再作直接調查 考評局此舉卻開罪大部份按考評局原意作答的考生，指對他們不公，數十人向申訴專員公署投訴。應屆考生李同學不滿說：「有人想博大霧攞分，空晒啲格仔，可能仲高分過好認真答嘅學生。」他指考評局此舉會令各等級的分數被拉高，或令本來取A降至B。  申訴專員戴婉瑩昨日發表的報告指出，從字面意思，考生確可單用囗或X代表可以攜帶的物品，因此不接納有關投訴。  但申訴專員指出，考評局未有為考生提供適切、準確無誤的答題指示，令考生無所適從，是考評局失責之處。考評局雖設有多層審研及批核機制，但仍有此失誤，實難辭其咎，因此判決考評局有行政失當之處；又指考評局建基於揣測考生「答題意向」修改評分指引，令人費解。申訴專員決定再直接調查考評局，以助該局改善有關安排。 考評局不認「靠估」 考評局昨回應說，認同該條題目未能提供完整和明確的答題指引，但不能認同「揣測考生答題意向」以及作出「變相接納考生答非所問，造成不良效果」的推論。  資深英文科教師周蘿茜稱，這份試卷是近年最差的一份，「出卷嘅人對囗和X有假設，但考試唔容許有含糊嘅說明。」  教育評議會副主席曹啓樂認為，考評局若能說明囗和X的意思，便不會有問題，「所以係人為錯誤，有人疏忽，應多啲從學生角度睇。」 申訴署：只有7%答對 【本報訊】考生該如何答這條爭議題目？考評局抽樣調查顯示，86%考生都能「領會」題目的意思，分別用囗和X代表可和不可攜帶的物品，只有7%考生只填囗號。申訴專員公署卻不認同，指根據題意，考生只可在囗和X號中選擇其一去表示可攜帶的物品，因此那7%的考生才是正確按指示作答，其餘93%都錯，顯示對該指示的歧義甚大。  考評局指出，試後閱卷員會議就評分準則展開詳細討論，認為只要考生能用囗號標示出可攜帶物品，已達到試題要求，即使考生有否以X表示不可攜帶物品，亦不會影響閱卷員理解答案，因此只標示囗號可接受。其他少量異常答卷，則全部交由試卷主席和助理試卷主席覆核。 考評局：86%符原意 考評局因應申訴專員公署，隨機抽查並分析1,000份答卷，依照考評局原意答題的約佔86%，同時用囗和X並有漏空的佔7%，只用囗的也有7%。公署指題目對於如何表示不可攜帶物品沒有任何說明，因此漏空的方格可視為不可攜帶物品或放棄作答。  另外，今年英語運用卷E要求學生寫一篇約500字的文章，有考生不滿寫超過500字仍可獲評分，因而也向申訴專員公署投訴。申訴專員認為題目不設字數上、下限，所以投訴不成立。 高考英語運用卷A爭議試題評分指引 作答情況：以「囗」表示可攜帶物品，「X」表示不可攜帶物品  考生採用比例：86%  考評局評分指引：答對有分  申訴專員評語：考生雖領會題目原意，但實質有違指引    作答情況：以「囗」表示可攜帶物品，「X」表示不可攜帶物品，漏空方格表示放棄作答  考生採用比例：7%  考評局評分指引：答對有分，漏空的方格不予評分  申訴專員評語：考生雖領會題目原意，但實質有違指引    作答情況：以「囗」表示可攜帶物品，漏空方格表示不可攜帶物品  考生採用比例：7%  考評局評分指引：漏空的方格當作填寫X評分，如答對有分  申訴專員評語：以漏空方格表示不可攜帶的物品，正符合題目指示    資料來源：申訴專員公署、考試及評核局 你的意見? ●事件中，你認為考評局的處理方法有甚麼問題？  ●對於考評局所犯錯誤，你認為可以接受嗎？為甚麼？    請電郵至：mailto:focusgroup@appledaily.com  或傳真至：37112411或發短訊至：60107999"
20080626-8,20080626,8,泛民元老勸進　盼以大局為重聲中李柱銘：你點知陳太唔選,泛民元老勸進　盼以大局為重聲中 李柱銘：你點知陳太唔選 【本報訊】公民黨內部民調顯示，保安局前局長葉劉淑儀在港島區支持度力壓泛民主派眾政黨，連公民黨黨魁余若薇也有落選危機。民主黨創黨主席李柱銘承認，民主黨內部調查也顯示，葉太走勢極為凌厲，但民主黨仍然相信，余若薇名單可以取得兩席；他也對陳方安生角逐連任有信心，「你點知佢（陳太）唔選呢？」　記者：許偉賢　莫劍弦 公民黨早前的內部調查顯示，該黨港島區參選名單的支持度只有14%，連穩取一席的16%支持度也沒有，要連取兩席的機會極微，排名單第二名的余若薇有可能落選，只能保送新人陳淑莊進入議會。  不過，民主黨立法會議員李柱銘昨指出，該黨內部調查卻顯示，公民黨支持度不俗，應有機會取得兩席。  至於葉劉淑儀名單能否爭取港島區兩個席位，李柱銘拒絕透露他們民調的葉太支持度，但他不諱言「葉太走勢好凌厲」；對於有分析葉太名單有望連取兩席，即排第二的陳岳鵬也有機會當選，李則指要由黨內其他「大佬」分析，他不清楚具體情況。 影響泛民在立會形勢 泛民主派有分析認為，陳方安生一旦棄選，部份不喜歡具政黨背景候選人的支持者有機會轉向支持葉太，增加葉太名單博取兩席的機會。李柱銘對陳太角逐連任似乎仍有信心，當被記者問及陳太棄選影響時，他反問記者：「你點知佢唔選呢？」  有泛民主派中人分析，雖然傳聞稱陳太有機會不角逐連任，但不少泛民元老級人物均希望她繼續參選，因為這不只是港島區選情問題，還包括未來幾年泛民能否透過立法會有效監察政府，「希望陳太以大局為重，佢唔選對泛民日後喺立法會入面形勢有好大影響，會好難同政府撐。」 余若薇有腦瘤也要選 公民黨方面仍然相信，在目前形勢下，余若薇名單要取兩席有很大難度，並非如民主黨所說，可以穩奪兩席，特別是葉太選情相當強勢，支持葉太的人，又多對政黨候選人無甚好感，要搶奪葉太的中產支持者，根本十分困難，所以他們會盡全力拉票，希望催谷余若薇名單的支持度。他們也有共識，就是以保住余若薇一席為大前提。  公民黨湯家驊說，雖然余若薇患有腦瘤，但他堅持余毋須退選，笑指余「點都要選埋佢呀」，認為現階段首要「選得一個得一個」，直指「至多我哋激少啲佢」。
20080626-9,20080626,9,1823熱線　轉介投訴　被轟跟進不力鬆螺絲　四部門33天才解決,1823熱線　轉介投訴　被轟跟進不力 鬆螺絲　四部門33天才解決 【本報訊】不少市民以為一打1823政府熱線，就可獲當局一站式服務處理投訴。申訴專員公署卻發現，熱線轉介投訴給相關部門時不時出現延誤，曾有市民致電投訴兩個交通標誌的螺絲鬆脫，有即時危險，熱線中心先後轉交四個部門，都互相卸責，結果花了33天才解決問題。有立法會議員直斥當局的官僚作風離譜，促請當局釐清權責。  申訴專員公署高級調查主任黃樂怡昨在記者會上公佈，有市民致電1823政府熱線，投訴某交通交滙處兩個交通標誌的螺絲鬆脫，熱線認為屬有即時危險的緊急個案，先後轉交路政署、建築署、運輸署及機電工程署跟進，但四個部門都推卸責任，沒有處理。結果，熱線中心在接獲投訴的31日後發現個案仍未解決，提升至部門管理層處理。至第33天，各部門才以電郵聯絡，即時由建築署維修有關交通標誌。 投訴指示燈要279日 另有市民投訴，馬路上兩支安全島指示燈未安裝妥當，1823熱線在18日內三次轉介機電工程署跟進，但該署指應由路政署及水務署負責，熱線遂將個案交該兩個部門，但兩部門仍不處理，延至市民投訴後143日，水務署才開始跟進，兩支指示燈在第279日才安裝妥當。  在一宗市民投訴屯門山路下塌的個案中，1823熱線又先後將個案轉介區內地政處、民政事務處、土木工程拓展署、水務署、建築署等多個部門，延誤三個月後仍未解決，熱線中心惟有將個案提升至部門管理層處理，最後水務署承認錯誤，承諾補救。  公署批評，上述個案反映1823熱線處理投訴時，權責不清，角色被動，缺乏足夠措施及提示部門處理投訴，令轉介投訴至部門時出現延誤；又沒遵照時限，即接獲投訴14日後仍未有部門承擔責任時應提升至部門管理層處理。公署建議，若未能解決部門間權責不清的糾紛，熱線中心應盡早將問題提升至部門管理層處理。  職工盟立法會議員李卓人直斥當局多番延誤解決投訴個案做法離譜，「嗰宗交通標誌屬緊急個案，但竟然經過咁多個部門都解決唔到，將個案當人球咁踢來踢去，簡直離晒大譜！」 當局花33日處理兩路牌螺絲鬆脫的經過 第1日：市民致電1823投訴兩個交通標誌的螺絲鬆脫，被中心評為有即時危險的緊急個案    第2日至第31日：個案先後轉交路政署、建築署、運輸署及機電工程署四個部門，但都沒即時處理 第32日：1823中心將個案提升至部門統籌人員處理    第33日：四部門透過電郵聯絡，建築署即日維修有關交通標誌 申訴專員公署建議要點 ‧效率促進組應與決策局釐清解決跨部門投訴的權責範圍  ‧1823熱線接獲沒部門願意負責的投訴的14天後，應提升由管理層處理  ‧1823熱線應與部門檢討處理須即時回應的投訴的指引及程序  ‧加強培訓1823職員，提升處理投訴能力  ‧複雜投訴應由相關部門直接聯絡投訴人  ‧加強宣傳1823熱線的職能及服務範圍    資料來源：申訴專員公署 「一站式」名不副實 【本報訊】申訴專員公署批評，因人手及資源緊絀，1823政府熱線未能履行12秒內接聽八成電話的服務承諾，而且熱線只為三分之一政府部門提供一站式服務，名不副實，建議當局應為熱線服務制訂長遠目標及投放資源，以免公眾有不切實際的期望。 應只處理簡單投訴 申訴專員公署發現，1823政府熱線過去四年，每年只有62至78%來電可在12秒內接聽，未能履行八成電話在12秒內接聽的服務承諾。公署又指，1823熱線名義上可提供一站式服務，但實際上只涵蓋三分之一的政府部門及機構，是名不副實。  公署建議，當局應制訂長遠目標及投放資源，讓熱線涵蓋所有部門及機構，提供真正一站式服務；否則，熱線應只處理較簡單的投訴，複雜的投訴則直接由相關部門與投訴人聯絡及處理，以免公眾有不切實際的期望。公署又建議當局加強推廣熱線的職能及服務範圍，以及提升熱線中心員工處理投訴能力。  負責1823熱線的效率促進組發言人同意公署的建議，表示會與相關部門探討跨部門投訴個案處理方法，商討如何改善轉介流程，並加強熱線員工培訓，落實公署建議。 你的意見? ●你打1823熱線時曾遇過不快經歷嗎？情況如何？  ●如對政府部門有意見或投訴，你會如何處理？    請電郵至：mailto:focusgroup@appledaily.com  或傳真至：37112411或發短訊至：60107999
